"drug","alert","rate","ratefill","ratecat","class1"
"aliskiren","heart failure",9.47716377376,9.47716377376,1,0
"Antipsychotics","heart failure",0.202285676535,0.202285676535,0,0
"asenapine","heart failure",NULL,0,0,0
"Azithromycin","heart failure",0.593410590374,0.593410590374,0,0
"benzocaine","heart failure",0.276058645079,0.276058645079,0,0
"bisphosphonates","heart failure",0.3595268997,0.3595268997,0,0
"boceprevir","heart failure",0.655103486666,0.655103486666,0,0
"brentuximab","heart failure",NULL,0,0,0
"citalopram","heart failure",0.682087154309,0.682087154309,0,0
"dabigatran","heart failure",2.29286220333,2.29286220333,1,0
"dalfampridine","heart failure",NULL,0,0,0
"dasatinib","heart failure",1.80016266569,1.80016266569,1,1
"dronedarone","heart failure",23.3782028575,23.3782028575,1,1
"Drospirenone","heart failure",1.91793421455,1.91793421455,1,0
"fluconazole","heart failure",0.774387787041,0.774387787041,0,0
"ipilimumab","heart failure",NULL,0,0,0
"lenalidomide","heart failure",0.822328426963,0.822328426963,0,0
"linezolid","heart failure",0.450717997583,0.450717997583,0,0
"Liquid Acetaminophen","heart failure",NULL,0,0,0
"liraglutide","heart failure",1.30031603477,1.30031603477,1,0
"ondansetron","heart failure",0.225971964849,0.225971964849,0,0
"peginesatide","heart failure",9.81082263455,9.81082263455,1,0
"pramipexole","heart failure",1.15485534984,1.15485534984,1,1
"Proton Pump Inhibitors","heart failure",0.649196064737,0.649196064737,0,0
"rosiglitazone","heart failure",8.68230487661,8.68230487661,1,0
"Selective Serotonin Reuptake Inhibitor","heart failure",0.283575832552,0.283575832552,0,0
"sodium oxybate","heart failure",0.660247280605,0.660247280605,0,0
"telaprevir","heart failure",0.484407507746,0.484407507746,0,0
"tolvaptan","heart failure",33.4800832617,33.4800832617,1,0
"topiramate","heart failure",0.146790546268,0.146790546268,0,0
"valproate","heart failure",0.165583491206,0.165583491206,0,0
"varenicline","heart failure",0.468582354873,0.468582354873,0,0
"zoledronic acid","heart failure",0.41409151387,0.41409151387,0,0
"ibuprofen","heart failure",0.926535051851,0.926535051851,0,0
"acetaminophen","heart failure",0.395287386293,0.395287386293,0,0
"aspirin","heart failure",1.57427550071,1.57427550071,1,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","myocardial infarction",1.46171196357,1.46171196357,1,0
"5-alpha reductase inhibitors","myocardial infarction",0.24790568804,0.24790568804,0,0
"Abacavir","myocardial infarction",4.0229624784,4.0229624784,1,1
"aliskiren","myocardial infarction",3.01887127996,3.01887127996,1,0
"Antipsychotics","myocardial infarction",0.211011845725,0.211011845725,0,1
"asenapine","myocardial infarction",NULL,0,0,0
"Azithromycin","myocardial infarction",0.508354598883,0.508354598883,0,0
"benzocaine","myocardial infarction",0.20641608159,0.20641608159,0,0
"bisphosphonates","myocardial infarction",0.254044369939,0.254044369939,0,0
"boceprevir","myocardial infarction",NULL,0,0,0
"brentuximab","myocardial infarction",NULL,0,0,0
"citalopram","myocardial infarction",0.559092268569,0.559092268569,0,0
"dabigatran","myocardial infarction",3.86647744702,3.86647744702,1,0
"dalfampridine","myocardial infarction",0.456143665951,0.456143665951,0,0
"dasatinib","myocardial infarction",NULL,0,0,1
"dronedarone","myocardial infarction",3.1068383901,3.1068383901,1,1
"Drospirenone","myocardial infarction",2.87245699002,2.87245699002,1,0
"fluconazole","myocardial infarction",0.144703532699,0.144703532699,0,0
"ipilimumab","myocardial infarction",NULL,0,0,0
"lenalidomide","myocardial infarction",0.245947127288,0.245947127288,0,0
"linezolid","myocardial infarction",NULL,0,0,0
"Liquid Acetaminophen","myocardial infarction",NULL,0,0,0
"liraglutide","myocardial infarction",1.28999037938,1.28999037938,1,0
"ondansetron","myocardial infarction",0.35258900409,0.35258900409,0,0
"peginesatide","myocardial infarction",9.57011419695,9.57011419695,1,1
"pramipexole","myocardial infarction",NULL,0,0,0
"Proton Pump Inhibitors","myocardial infarction",2.30405684289,2.30405684289,1,0
"rosiglitazone","myocardial infarction",9.22333970681,9.22333970681,1,1
"Selective Serotonin Reuptake Inhibitor","myocardial infarction",0.421988578668,0.421988578668,0,0
"sodium oxybate","myocardial infarction",0.318624605187,0.318624605187,0,0
"telaprevir","myocardial infarction",NULL,0,0,0
"tolvaptan","myocardial infarction",38.6706614509,38.6706614509,1,0
"topiramate","myocardial infarction",NULL,0,0,0
"valproate","myocardial infarction",0.0705218323241,0.0705218323241,0,0
"varenicline","myocardial infarction",1.73278174532,1.73278174532,1,1
"zoledronic acid","myocardial infarction",0.365424419322,0.365424419322,0,0
"ibuprofen","myocardial infarction",1.90330883803,1.90330883803,1,1
"acetaminophen","myocardial infarction",0.278474615248,0.278474615248,0,0
"aspirin","myocardial infarction",7.61456299453,7.61456299453,1,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","stroke",0.81755457115,0.81755457115,0,0
"5-alpha reductase inhibitors","stroke",0.555796670381,0.555796670381,0,0
"Abacavir","stroke",0.408079858661,0.408079858661,0,1
"aliskiren","stroke",2.11013843111,2.11013843111,1,0
"Antipsychotics","stroke",0.405097202309,0.405097202309,0,1
"asenapine","stroke",4.48173512092,4.48173512092,1,0
"Azithromycin","stroke",0.553166538958,0.553166538958,0,0
"benzocaine","stroke",NULL,0,0,0
"bisphosphonates","stroke",0.525700787306,0.525700787306,0,0
"boceprevir","stroke",NULL,0,0,0
"brentuximab","stroke",NULL,0,0,0
"citalopram","stroke",1.32728231852,1.32728231852,1,0
"dabigatran","stroke",36.4516739947,36.4516739947,1,0
"dalfampridine","stroke",2.36117685778,2.36117685778,1,0
"dasatinib","stroke",NULL,0,0,1
"dronedarone","stroke",13.7416712937,13.7416712937,1,1
"Drospirenone","stroke",0.376368711134,0.376368711134,0,0
"fluconazole","stroke",0.484271380696,0.484271380696,0,0
"ipilimumab","stroke",NULL,0,0,0
"lenalidomide","stroke",0.764678873613,0.764678873613,0,0
"linezolid","stroke",0.280917298837,0.280917298837,0,0
"Liquid Acetaminophen","stroke",NULL,0,0,0
"liraglutide","stroke",1.34138751926,1.34138751926,1,0
"ondansetron","stroke",0.105080157371,0.105080157371,0,0
"peginesatide","stroke",11.1357861215,11.1357861215,1,1
"pramipexole","stroke",NULL,0,0,0
"Proton Pump Inhibitors","stroke",1.37730799979,1.37730799979,1,0
"rosiglitazone","stroke",1.74376134784,1.74376134784,1,1
"Selective Serotonin Reuptake Inhibitor","stroke",0.732903387554,0.732903387554,0,0
"sodium oxybate","stroke",0.18834176178,0.18834176178,0,0
"telaprevir","stroke",NULL,0,0,0
"tolvaptan","stroke",2.16529174584,2.16529174584,1,0
"topiramate","stroke",0.512108904663,0.512108904663,0,0
"valproate","stroke",0.750997766351,0.750997766351,0,0
"varenicline","stroke",1.98710505915,1.98710505915,1,1
"zoledronic acid","stroke",0.794942849792,0.794942849792,0,0
"ibuprofen","stroke",1.22389040777,1.22389040777,1,1
"acetaminophen","stroke",0.342387791235,0.342387791235,0,0
"aspirin","stroke",7.10619662178,7.10619662178,1,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"5-alpha reductase inhibitors","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"Abacavir","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"aliskiren","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"Antipsychotics","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"asenapine","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"Azithromycin","Clostridium Difficile Associated Diarrhea",15.7569909043,15.7569909043,1,1
"benzocaine","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"bisphosphonates","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"boceprevir","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"brentuximab","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"citalopram","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"dabigatran","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"dalfampridine","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"dasatinib","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"dronedarone","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"Drospirenone","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"fluconazole","Clostridium Difficile Associated Diarrhea",1.98363770355,1.98363770355,1,0
"ipilimumab","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"lenalidomide","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"linezolid","Clostridium Difficile Associated Diarrhea",21.0528138528,21.0528138528,1,1
"Liquid Acetaminophen","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"liraglutide","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"ondansetron","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"peginesatide","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"pramipexole","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"Proton Pump Inhibitors","Clostridium Difficile Associated Diarrhea",26.5447377856,26.5447377856,1,1
"rosiglitazone","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"sodium oxybate","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"telaprevir","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"tolvaptan","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"topiramate","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"valproate","Clostridium Difficile Associated Diarrhea",1.04999146372,1.04999146372,1,0
"varenicline","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"zoledronic acid","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"ibuprofen","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"acetaminophen","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"aspirin","Clostridium Difficile Associated Diarrhea",NULL,0,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","CNS reactions",NULL,0,0,0
"5-alpha reductase inhibitors","CNS reactions",NULL,0,0,0
"Abacavir","CNS reactions",32.0641798412,32.0641798412,1,0
"aliskiren","CNS reactions",NULL,0,0,0
"Antipsychotics","CNS reactions",1.832199574,1.832199574,1,0
"asenapine","CNS reactions",NULL,0,0,1
"Azithromycin","CNS reactions",NULL,0,0,0
"benzocaine","CNS reactions",NULL,0,0,0
"bisphosphonates","CNS reactions",NULL,0,0,0
"boceprevir","CNS reactions",NULL,0,0,0
"brentuximab","CNS reactions",NULL,0,0,0
"citalopram","CNS reactions",11.4960315767,11.4960315767,1,1
"dabigatran","CNS reactions",NULL,0,0,0
"dalfampridine","CNS reactions",NULL,0,0,0
"dasatinib","CNS reactions",NULL,0,0,0
"dronedarone","CNS reactions",NULL,0,0,0
"Drospirenone","CNS reactions",NULL,0,0,0
"fluconazole","CNS reactions",8.42229460379,8.42229460379,1,0
"ipilimumab","CNS reactions",NULL,0,0,0
"lenalidomide","CNS reactions",NULL,0,0,0
"linezolid","CNS reactions",NULL,0,0,1
"Liquid Acetaminophen","CNS reactions",NULL,0,0,0
"liraglutide","CNS reactions",NULL,0,0,0
"ondansetron","CNS reactions",NULL,0,0,0
"peginesatide","CNS reactions",NULL,0,0,0
"pramipexole","CNS reactions",NULL,0,0,1
"Proton Pump Inhibitors","CNS reactions",NULL,0,0,0
"rosiglitazone","CNS reactions",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","CNS reactions",2.74838915342,2.74838915342,1,1
"sodium oxybate","CNS reactions",NULL,0,0,1
"telaprevir","CNS reactions",NULL,0,0,0
"tolvaptan","CNS reactions",NULL,0,0,0
"topiramate","CNS reactions",11.1894161634,11.1894161634,1,1
"valproate","CNS reactions",3.79384231329,3.79384231329,1,0
"varenicline","CNS reactions",NULL,0,0,1
"zoledronic acid","CNS reactions",NULL,0,0,0
"ibuprofen","CNS reactions",3.74356060606,3.74356060606,1,0
"acetaminophen","CNS reactions",1.46273423098,1.46273423098,1,0
"aspirin","CNS reactions",1.59800479721,1.59800479721,1,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"5-alpha reductase inhibitors","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Abacavir","Progressive Multifocal Leukoencephalopathy",9.29472300363,9.29472300363,1,0
"aliskiren","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Antipsychotics","Progressive Multifocal Leukoencephalopathy",0.390181134708,0.390181134708,0,0
"asenapine","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Azithromycin","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"benzocaine","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"bisphosphonates","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"boceprevir","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"brentuximab","Progressive Multifocal Leukoencephalopathy",193.326206897,193.326206897,1,1
"citalopram","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"dabigatran","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"dalfampridine","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"dasatinib","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"dronedarone","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Drospirenone","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"fluconazole","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"ipilimumab","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"lenalidomide","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"linezolid","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Liquid Acetaminophen","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"liraglutide","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"ondansetron","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"peginesatide","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"pramipexole","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Proton Pump Inhibitors","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"rosiglitazone","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","Progressive Multifocal Leukoencephalopathy",0.589281070109,0.589281070109,0,0
"sodium oxybate","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"telaprevir","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"tolvaptan","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"topiramate","Progressive Multifocal Leukoencephalopathy",4.36966904064,4.36966904064,1,0
"valproate","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"varenicline","Progressive Multifocal Leukoencephalopathy",32.7012761972,32.7012761972,1,0
"zoledronic acid","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"ibuprofen","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"acetaminophen","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"aspirin","Progressive Multifocal Leukoencephalopathy",NULL,0,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Respiratory Depression",0.680830448471,0.680830448471,0,0
"5-alpha reductase inhibitors","Respiratory Depression",NULL,0,0,0
"Abacavir","Respiratory Depression",NULL,0,0,0
"aliskiren","Respiratory Depression",NULL,0,0,0
"Antipsychotics","Respiratory Depression",0.744702594211,0.744702594211,0,0
"asenapine","Respiratory Depression",NULL,0,0,0
"Azithromycin","Respiratory Depression",0.514772299172,0.514772299172,0,0
"benzocaine","Respiratory Depression",1.60082045542,1.60082045542,1,0
"bisphosphonates","Respiratory Depression",0.231096870448,0.231096870448,0,0
"boceprevir","Respiratory Depression",NULL,0,0,0
"brentuximab","Respiratory Depression",NULL,0,0,0
"citalopram","Respiratory Depression",0.937704551027,0.937704551027,0,0
"dabigatran","Respiratory Depression",0.41526784253,0.41526784253,0,0
"dalfampridine","Respiratory Depression",3.65420849545,3.65420849545,1,0
"dasatinib","Respiratory Depression",NULL,0,0,0
"dronedarone","Respiratory Depression",NULL,0,0,0
"Drospirenone","Respiratory Depression",NULL,0,0,0
"fluconazole","Respiratory Depression",0.685044301316,0.685044301316,0,0
"ipilimumab","Respiratory Depression",NULL,0,0,0
"lenalidomide","Respiratory Depression",NULL,0,0,0
"linezolid","Respiratory Depression",NULL,0,0,0
"Liquid Acetaminophen","Respiratory Depression",1.01500985464,1.01500985464,1,0
"liraglutide","Respiratory Depression",NULL,0,0,0
"ondansetron","Respiratory Depression",0.650432350165,0.650432350165,0,0
"peginesatide","Respiratory Depression",NULL,0,0,0
"pramipexole","Respiratory Depression",NULL,0,0,0
"Proton Pump Inhibitors","Respiratory Depression",NULL,0,0,0
"rosiglitazone","Respiratory Depression",0.351938585945,0.351938585945,0,0
"Selective Serotonin Reuptake Inhibitor","Respiratory Depression",0.751992621673,0.751992621673,0,0
"sodium oxybate","Respiratory Depression",6.99056298963,6.99056298963,1,1
"telaprevir","Respiratory Depression",NULL,0,0,0
"tolvaptan","Respiratory Depression",NULL,0,0,0
"topiramate","Respiratory Depression",0.230833752982,0.230833752982,0,0
"valproate","Respiratory Depression",0.596379310611,0.596379310611,0,0
"varenicline","Respiratory Depression",1.06209022165,1.06209022165,1,0
"zoledronic acid","Respiratory Depression",0.635973156601,0.635973156601,0,0
"ibuprofen","Respiratory Depression",0.874572357005,0.874572357005,0,0
"acetaminophen","Respiratory Depression",1.05740223173,1.05740223173,1,0
"aspirin","Respiratory Depression",0.694812206852,0.694812206852,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","seizure",NULL,0,0,0
"5-alpha reductase inhibitors","seizure",1.80509012944,1.80509012944,1,0
"Abacavir","seizure",0.254894256759,0.254894256759,0,0
"aliskiren","seizure",NULL,0,0,0
"Antipsychotics","seizure",1.75304202105,1.75304202105,1,1
"asenapine","seizure",NULL,0,0,0
"Azithromycin","seizure",0.236974331734,0.236974331734,0,0
"benzocaine","seizure",0.43385203438,0.43385203438,0,0
"bisphosphonates","seizure",0.104537233922,0.104537233922,0,0
"boceprevir","seizure",NULL,0,0,0
"brentuximab","seizure",NULL,0,0,0
"citalopram","seizure",3.69486552052,3.69486552052,1,1
"dabigatran","seizure",NULL,0,0,0
"dalfampridine","seizure",20.3884984457,20.3884984457,1,1
"dasatinib","seizure",NULL,0,0,0
"dronedarone","seizure",NULL,0,0,0
"Drospirenone","seizure",NULL,0,0,0
"fluconazole","seizure",0.538168652154,0.538168652154,0,0
"ipilimumab","seizure",0.862412025047,0.862412025047,0,0
"lenalidomide","seizure",NULL,0,0,0
"linezolid","seizure",0.661707732048,0.661707732048,0,0
"Liquid Acetaminophen","seizure",NULL,0,0,0
"liraglutide","seizure",NULL,0,0,0
"ondansetron","seizure",0.955556284331,0.955556284331,0,0
"peginesatide","seizure",NULL,0,0,0
"pramipexole","seizure",0.442703035228,0.442703035228,0,0
"Proton Pump Inhibitors","seizure",0.272709551334,0.272709551334,0,0
"rosiglitazone","seizure",0.309829245593,0.309829245593,0,0
"Selective Serotonin Reuptake Inhibitor","seizure",2.24794350344,2.24794350344,1,1
"sodium oxybate","seizure",9.96374660672,9.96374660672,1,1
"telaprevir","seizure",NULL,0,0,0
"tolvaptan","seizure",3.78037922795,3.78037922795,1,0
"topiramate","seizure",28.5428098292,28.5428098292,1,0
"valproate","seizure",23.9629890004,23.9629890004,1,0
"varenicline","seizure",1.55894614961,1.55894614961,1,0
"zoledronic acid","seizure",0.349925395593,0.349925395593,0,0
"ibuprofen","seizure",0.714581671995,0.714581671995,0,0
"acetaminophen","seizure",0.704741713517,0.704741713517,0,0
"aspirin","seizure",0.329524615989,0.329524615989,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","death",0.471128866822,0.471128866822,0,0
"5-alpha reductase inhibitors","death",0.170864642428,0.170864642428,0,0
"Abacavir","death",0.674636511203,0.674636511203,0,0
"aliskiren","death",0.517721352867,0.517721352867,0,1
"Antipsychotics","death",0.658765349778,0.658765349778,0,0
"asenapine","death",1.73948680039,1.73948680039,1,0
"Azithromycin","death",1.00519612854,1.00519612854,1,1
"benzocaine","death",0.522007194139,0.522007194139,0,1
"bisphosphonates","death",0.404647699915,0.404647699915,0,0
"boceprevir","death",0.903358117189,0.903358117189,0,0
"brentuximab","death",3.0565408205,3.0565408205,1,0
"citalopram","death",0.831358336334,0.831358336334,0,1
"dabigatran","death",1.01447733548,1.01447733548,1,0
"dalfampridine","death",1.66023658537,1.66023658537,1,0
"dasatinib","death",0.450160158304,0.450160158304,0,1
"dronedarone","death",3.75884892917,3.75884892917,1,1
"Drospirenone","death",0.235995373332,0.235995373332,0,0
"fluconazole","death",1.15739088948,1.15739088948,1,0
"ipilimumab","death",2.18659275316,2.18659275316,1,1
"lenalidomide","death",0.791319396088,0.791319396088,0,0
"linezolid","death",0.639430569327,0.639430569327,0,0
"Liquid Acetaminophen","death",1.48133370369,1.48133370369,1,0
"liraglutide","death",0.590730998077,0.590730998077,0,0
"ondansetron","death",0.127487762924,0.127487762924,0,1
"peginesatide","death",6.54973032964,6.54973032964,1,1
"pramipexole","death",1.25128884079,1.25128884079,1,0
"Proton Pump Inhibitors","death",0.746175748694,0.746175748694,0,0
"rosiglitazone","death",1.52133612878,1.52133612878,1,1
"Selective Serotonin Reuptake Inhibitor","death",0.533232601358,0.533232601358,0,0
"sodium oxybate","death",2.09529091865,2.09529091865,1,0
"telaprevir","death",0.638152064436,0.638152064436,0,1
"tolvaptan","death",1.91033801281,1.91033801281,1,0
"topiramate","death",0.349286955242,0.349286955242,0,0
"valproate","death",0.649049171478,0.649049171478,0,0
"varenicline","death",1.09237529852,1.09237529852,1,0
"zoledronic acid","death",0.655166015337,0.655166015337,0,0
"ibuprofen","death",0.714123067331,0.714123067331,0,0
"acetaminophen","death",1.38453404633,1.38453404633,1,0
"aspirin","death",1.79341307971,1.79341307971,1,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","low magnesium",NULL,0,0,0
"5-alpha reductase inhibitors","low magnesium",NULL,0,0,0
"Abacavir","low magnesium",NULL,0,0,0
"aliskiren","low magnesium",NULL,0,0,0
"Antipsychotics","low magnesium",0.552326201457,0.552326201457,0,0
"asenapine","low magnesium",NULL,0,0,0
"Azithromycin","low magnesium",NULL,0,0,0
"benzocaine","low magnesium",NULL,0,0,0
"bisphosphonates","low magnesium",1.9432395691,1.9432395691,1,0
"boceprevir","low magnesium",NULL,0,0,0
"brentuximab","low magnesium",NULL,0,0,0
"citalopram","low magnesium",NULL,0,0,0
"dabigatran","low magnesium",5.68998013154,5.68998013154,1,0
"dalfampridine","low magnesium",19.1884703467,19.1884703467,1,0
"dasatinib","low magnesium",NULL,0,0,0
"dronedarone","low magnesium",NULL,0,0,1
"Drospirenone","low magnesium",NULL,0,0,0
"fluconazole","low magnesium",1.86052216657,1.86052216657,1,0
"ipilimumab","low magnesium",NULL,0,0,0
"lenalidomide","low magnesium",NULL,0,0,0
"linezolid","low magnesium",NULL,0,0,0
"Liquid Acetaminophen","low magnesium",NULL,0,0,0
"liraglutide","low magnesium",NULL,0,0,0
"ondansetron","low magnesium",2.5845659486,2.5845659486,1,0
"peginesatide","low magnesium",NULL,0,0,0
"pramipexole","low magnesium",NULL,0,0,0
"Proton Pump Inhibitors","low magnesium",7.77708716508,7.77708716508,1,1
"rosiglitazone","low magnesium",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","low magnesium",0.339943963476,0.339943963476,0,0
"sodium oxybate","low magnesium",NULL,0,0,0
"telaprevir","low magnesium",NULL,0,0,0
"tolvaptan","low magnesium",NULL,0,0,0
"topiramate","low magnesium",2.30020181286,2.30020181286,1,0
"valproate","low magnesium",1.32107975129,1.32107975129,1,0
"varenicline","low magnesium",NULL,0,0,0
"zoledronic acid","low magnesium",NULL,0,0,0
"ibuprofen","low magnesium",1.11887711459,1.11887711459,1,0
"acetaminophen","low magnesium",0.819905901787,0.819905901787,0,0
"aspirin","low magnesium",2.11559492592,2.11559492592,1,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","birth defects",0.260499024254,0.260499024254,0,0
"5-alpha reductase inhibitors","birth defects",0.917339733918,0.917339733918,0,1
"Abacavir","birth defects",1.20843546695,1.20843546695,1,0
"aliskiren","birth defects",1.17113037889,1.17113037889,1,0
"Antipsychotics","birth defects",1.03808544711,1.03808544711,1,1
"asenapine","birth defects",1.89697668978,1.89697668978,1,0
"Azithromycin","birth defects",1.45453693647,1.45453693647,1,0
"benzocaine","birth defects",0.141311741613,0.141311741613,0,0
"bisphosphonates","birth defects",0.490570506113,0.490570506113,0,1
"boceprevir","birth defects",2.40749603979,2.40749603979,1,1
"brentuximab","birth defects",NULL,0,0,1
"citalopram","birth defects",1.50947694704,1.50947694704,1,1
"dabigatran","birth defects",0.191355073146,0.191355073146,0,0
"dalfampridine","birth defects",0.791453850703,0.791453850703,0,0
"dasatinib","birth defects",0.955022845,0.955022845,0,1
"dronedarone","birth defects",0.854778977394,0.854778977394,0,0
"Drospirenone","birth defects",0.418391815251,0.418391815251,0,0
"fluconazole","birth defects",1.13804818809,1.13804818809,1,1
"ipilimumab","birth defects",0.475309910377,0.475309910377,0,0
"lenalidomide","birth defects",1.70797233104,1.70797233104,1,1
"linezolid","birth defects",0.512281725849,0.512281725849,0,0
"Liquid Acetaminophen","birth defects",0.49977524807,0.49977524807,0,0
"liraglutide","birth defects",NULL,0,0,0
"ondansetron","birth defects",0.66253943927,0.66253943927,0,0
"peginesatide","birth defects",NULL,0,0,0
"pramipexole","birth defects",0.971879353365,0.971879353365,0,0
"Proton Pump Inhibitors","birth defects",0.423577474164,0.423577474164,0,0
"rosiglitazone","birth defects",0.52970881274,0.52970881274,0,0
"Selective Serotonin Reuptake Inhibitor","birth defects",1.00110277791,1.00110277791,1,1
"sodium oxybate","birth defects",0.383596213293,0.383596213293,0,0
"telaprevir","birth defects",0.408280563013,0.408280563013,0,1
"tolvaptan","birth defects",NULL,0,0,0
"topiramate","birth defects",1.67313016478,1.67313016478,1,1
"valproate","birth defects",4.2996168089,4.2996168089,1,1
"varenicline","birth defects",0.525649486944,0.525649486944,0,0
"zoledronic acid","birth defects",0.361927854208,0.361927854208,0,1
"ibuprofen","birth defects",1.35264245056,1.35264245056,1,1
"acetaminophen","birth defects",0.562159539675,0.562159539675,0,0
"aspirin","birth defects",0.74812483737,0.74812483737,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","cleft palate",NULL,0,0,0
"5-alpha reductase inhibitors","cleft palate",NULL,0,0,0
"Abacavir","cleft palate",1.54625893242,1.54625893242,1,0
"aliskiren","cleft palate",NULL,0,0,0
"Antipsychotics","cleft palate",0.705750146306,0.705750146306,0,0
"asenapine","cleft palate",NULL,0,0,0
"Azithromycin","cleft palate",NULL,0,0,0
"benzocaine","cleft palate",NULL,0,0,0
"bisphosphonates","cleft palate",0.381896475844,0.381896475844,0,0
"boceprevir","cleft palate",NULL,0,0,0
"brentuximab","cleft palate",NULL,0,0,0
"citalopram","cleft palate",NULL,0,0,0
"dabigatran","cleft palate",NULL,0,0,0
"dalfampridine","cleft palate",NULL,0,0,0
"dasatinib","cleft palate",NULL,0,0,0
"dronedarone","cleft palate",NULL,0,0,0
